8,337410	0,308608	7,978807	7,992583	8,009019	8,016119	8,228333	8,366088	8,481090	8,491355	8,676370	8,689434	8,782313	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,304965	0,282595	7,959772	7,983642	8,001738	8,075518	8,106635	8,136407	8,159712	8,185415	8,192863	8,219116	8,224902	8,232571	8,239353	8,276362	8,368230	8,620984	8,731589	8,755968	8,779290	8,849228	0,000000	0,000000	0,000000
8,222558	0,260892	7,968267	7,982330	7,991207	7,999601	8,005348	8,027582	8,036846	8,046956	8,165395	8,198409	8,290942	8,481370	8,501693	8,528108	8,653706	8,683169	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,290851	0,276968	7,958400	7,963545	7,976705	7,986457	8,002009	8,109734	8,225303	8,257872	8,276795	8,305347	8,438976	8,527179	8,595510	8,635351	8,690502	8,703934	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,162986	0,273419	7,962469	7,979270	8,010689	8,022917	8,124883	8,326791	8,713886	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,150818	0,256214	7,960640	7,965534	7,987242	7,993089	8,013850	8,021043	8,077231	8,359305	8,422126	8,708121	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,281891	0,338709	7,955197	7,962265	7,983102	8,000497	8,042891	8,053215	8,110184	8,273707	8,302791	8,721775	8,735526	8,751896	8,771537	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,181966	0,226665	7,951130	7,967596	7,974141	7,993538	8,005709	8,014792	8,087264	8,095231	8,235944	8,268146	8,274789	8,325227	8,378245	8,388130	8,769611	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,267231	0,276011	7,967396	7,974564	7,982191	7,997102	8,015786	8,022930	8,194887	8,240467	8,434924	8,531150	8,550032	8,590238	8,596664	8,642902	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,270485	0,287128	7,960230	7,970385	7,983941	8,004795	8,018649	8,033500	8,041190	8,047192	8,053365	8,089922	8,115298	8,203386	8,246318	8,347108	8,352840	8,364156	8,377831	8,400785	8,565235	8,598764	8,759323	8,800896	8,886046
