8,318330	0,208665	8,030106	8,057193	8,074100	8,237428	8,276959	8,467519	8,473715	8,488368	8,534897	8,543013	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,216526	0,255129	7,961501	7,977838	7,988524	8,009016	8,014590	8,046504	8,090203	8,264154	8,311966	8,339518	8,566466	8,613274	8,631282	0,000000	0,000000	0,000000
8,223314	0,178910	7,966017	7,976992	7,999108	8,031372	8,097310	8,155095	8,176926	8,189921	8,223222	8,260480	8,336654	8,369766	8,417247	8,424145	8,437932	8,510838
8,280989	0,383864	7,978944	7,992358	8,004943	8,027733	8,068357	8,495593	8,826843	8,853141	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,296971	0,305682	7,953843	7,974200	8,001919	8,015503	8,024495	8,112590	8,467025	8,494994	8,516026	8,636329	8,655608	8,711118	0,000000	0,000000	0,000000	0,000000
8,160998	0,256205	7,969341	7,976544	7,982322	7,994117	8,021216	8,031553	8,039383	8,062054	8,095625	8,117056	8,526441	8,628453	8,648871	0,000000	0,000000	0,000000
8,173376	0,233445	7,975816	7,992367	8,006500	8,052230	8,056253	8,097366	8,118685	8,243958	8,253553	8,325891	8,784513	0,000000	0,000000	0,000000	0,000000	0,000000
8,167091	0,225385	7,968341	7,979551	7,986406	7,992925	8,008062	8,017658	8,033264	8,101358	8,164637	8,431198	8,435378	8,497548	8,555856	0,000000	0,000000	0,000000
8,118907	0,167252	7,977919	7,992992	8,000441	8,007588	8,015023	8,029634	8,080811	8,124979	8,194009	8,211560	8,226324	8,565601	0,000000	0,000000	0,000000	0,000000
8,197300	0,257581	7,975890	7,984855	7,991360	7,999635	8,011724	8,023560	8,031808	8,069891	8,153857	8,352370	8,387229	8,439338	8,597837	8,742846	0,000000	0,000000
