8,400473	0,359975	7,952481	7,965927	7,972785	8,012130	8,047781	8,112064	8,262015	8,508373	8,578035	8,656358	8,745264	8,753250	8,800433	8,815769	8,824424	0,000000	0,000000	0,000000	0,000000	0,000000
8,460658	0,319099	7,964405	8,281447	8,313050	8,351455	8,695111	8,795397	8,823744	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,376553	0,326652	8,021757	8,050964	8,439028	8,678076	8,692938	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,349877	0,278063	7,971026	7,978176	7,984763	8,272642	8,471926	8,480023	8,499917	8,565159	8,571695	8,703447	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,251262	0,256923	7,958530	7,972471	8,028023	8,061653	8,189831	8,212278	8,355212	8,532890	8,550762	8,650970	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,439204	0,305357	7,981255	8,061328	8,107273	8,225674	8,257470	8,461390	8,481707	8,590972	8,715739	8,772986	8,799464	8,815189	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,348727	0,339613	7,969606	8,009783	8,016765	8,025241	8,041515	8,142726	8,160808	8,279604	8,301074	8,372928	8,680463	8,727464	8,814003	8,841256	8,847665	0,000000	0,000000	0,000000	0,000000	0,000000
8,235727	0,235120	7,969054	7,974545	7,989052	7,995870	8,007530	8,024565	8,080015	8,093436	8,108086	8,122926	8,199043	8,342512	8,349757	8,379746	8,408235	8,423588	8,430856	8,469111	8,540200	8,806404
8,228982	0,259971	7,964679	7,975459	8,000109	8,171271	8,224253	8,262097	8,302839	8,358998	8,801133	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,319279	0,279574	7,972738	7,977979	7,994272	8,029251	8,190841	8,287141	8,326863	8,344656	8,364794	8,589695	8,638987	8,710460	8,722952	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
