8,033846	0,055704	7,957973	7,967232	7,994272	8,009859	8,021170	8,031492	8,057733	8,064285	8,113730	8,120715
8,000177	0,031436	7,969467	7,977232	7,991542	8,016010	8,046632	0,000000	0,000000	0,000000	0,000000	0,000000
8,026195	0,088293	7,960900	7,978626	7,986818	7,993895	8,008719	8,035164	8,219243	0,000000	0,000000	0,000000
8,019720	0,045870	7,954571	7,970661	7,989158	7,998219	8,004682	8,021633	8,029755	8,053867	8,076129	8,098526
8,009723	0,038705	7,958385	8,006486	8,023612	8,050407	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,101738	0,163002	7,960715	7,970476	7,990375	8,002799	8,185441	8,218865	8,383493	0,000000	0,000000	0,000000
8,002321	0,027331	7,967780	7,977933	7,991784	7,998587	8,006110	8,028490	8,045563	0,000000	0,000000	0,000000
8,066200	0,126776	7,973129	7,980604	8,019656	8,076891	8,280722	0,000000	0,000000	0,000000	0,000000	0,000000
8,047159	0,069797	7,979012	7,990516	7,997284	8,010496	8,039509	8,060099	8,128189	8,172162	0,000000	0,000000
8,025675	0,016643	8,006905	8,031492	8,038629	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
