8,280189	0,228025	7,972643	7,979067	7,999783	8,059728	8,106856	8,307949	8,321110	8,340656	8,454195	8,478298	8,505440	8,546537	8,570200	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,199747	0,214253	7,963505	7,969366	8,031698	8,052158	8,076160	8,152383	8,368100	8,427186	8,453106	8,503807	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,272776	0,271276	7,958573	7,974671	7,992840	8,123133	8,269347	8,435535	8,493603	8,548124	8,659161	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,242822	0,243782	7,971990	7,977168	7,986913	7,996403	8,210096	8,363005	8,381603	8,457704	8,490872	8,592470	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,262518	0,232913	7,965645	7,972836	7,987456	7,994805	8,010894	8,044751	8,059347	8,102372	8,107588	8,145437	8,167230	8,179498	8,193555	8,240640	8,287843	8,313575	8,327215	8,459877	8,505580	8,519146	8,534163	8,553057	8,564914	8,614563	8,710965
8,265801	0,281284	7,969697	7,983041	7,989079	8,003762	8,010180	8,114665	8,120658	8,132182	8,474385	8,483679	8,516932	8,551663	8,673602	8,697690	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,163521	0,215602	7,962244	7,983425	7,995186	8,007187	8,019098	8,043476	8,073330	8,087248	8,150693	8,257531	8,479104	8,521063	8,546188	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,286275	0,276725	7,965897	7,984355	8,014871	8,083759	8,218846	8,246356	8,323153	8,432072	8,472151	8,553178	8,854387	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,158873	0,231432	7,957109	7,971437	7,977104	7,984493	7,997106	8,034146	8,058515	8,099994	8,138681	8,240980	8,457387	8,515351	8,633044	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,108671	0,176811	7,966143	7,973942	7,980112	7,988536	8,004861	8,013852	8,026038	8,058532	8,086248	8,095753	8,330149	8,415792	8,472766	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
