NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,323918	NaN	8,323918	0,000000	0,000000	0,000000
8,339831	0,029830	8,316678	8,327340	8,331749	8,383558
8,323855	0,007322	8,318678	8,329032	0,000000	0,000000
8,343745	0,027496	8,324302	8,363188	0,000000	0,000000
8,331304	NaN	8,331304	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,318934	0,012379	8,302125	8,318000	8,324735	8,330877
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,321444	NaN	8,321444	0,000000	0,000000	0,000000
