8,441358	0,016737	8,425648	8,434928	8,440038	8,464819	0,000000
8,417369	0,009785	8,407343	8,411773	8,412692	8,424116	8,430924
8,422535	0,012605	8,410530	8,421410	8,435665	0,000000	0,000000
8,432351	0,032212	8,408525	8,417755	8,423333	8,479793	0,000000
8,409368	0,005807	8,405262	8,413475	0,000000	0,000000	0,000000
8,406498	NaN	8,406498	0,000000	0,000000	0,000000	0,000000
8,418753	NaN	8,418753	0,000000	0,000000	0,000000	0,000000
8,421958	0,015160	8,406643	8,413109	8,427534	8,440546	0,000000
8,432833	0,036457	8,392304	8,425530	8,432797	8,480701	0,000000
8,424502	0,016916	8,412540	8,436464	0,000000	0,000000	0,000000
