8,448832	0,027889	8,411792	8,419074	8,423850	8,431183	8,440280	8,455439	8,462870	8,468535	8,480897	8,494405
8,442857	0,027935	8,414411	8,432376	8,444097	8,480546	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,433717	0,019048	8,414578	8,421505	8,425435	8,431887	8,440903	8,467997	0,000000	0,000000	0,000000	0,000000
8,441959	0,034508	8,417558	8,466360	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,422814	0,007427	8,417562	8,428066	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,445225	0,009591	8,438444	8,452007	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,429461	0,013974	8,414146	8,423582	8,433274	8,446844	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,434626	0,020375	8,418170	8,428292	8,457415	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,430444	0,023734	8,410213	8,418223	8,423143	8,429693	8,470949	0,000000	0,000000	0,000000	0,000000	0,000000
8,450773	0,027764	8,417561	8,427780	8,455454	8,469380	8,483690	0,000000	0,000000	0,000000	0,000000	0,000000
