0	8.44	0.51	2.96	0.25	4.33	0.28	1.15	50	100	47	2.5	116000	66	0
1	8.72	0.41	2.88	0.23	3.12	0.27	2.72	50	100	47	2.5	116000	66	0
2	10.35	0.39	2.55	0.22	3.13	0.24	4.67	50	100	47	2.5	116000	66	0
3	9.4	0.46	2.45	0.27	3.27	0.25	3.68	50	100	47	2.5	116000	66	0
4	8.26	0.45	2.79	0.25	3.62	0.27	1.85	50	100	47	2.5	116000	66	0
5	7.04	0.38	2.25	0.21	2.15	0.21	2.64	50	100	47	2.5	116000	66	0
6	6.59	0.39	2.08	0.22	3.01	0.24	1.5	50	100	47	2.5	116000	66	0
7	9.55	0.47	2.83	0.21	2.74	0.29	3.98	50	100	47	2.9	230000	78	0
7	8.97	0.5	3.52	0.26	3.2	0.32	2.25	50	100	47	2.9	230000	78	0
7	9.81	0.5	4.15	0.28	3.41	0.28	2.25	50	100	47	2.9	230000	78	0
7	8.46	0.44	4.41	0.3	2.14	0.19	1.91	50	50	47	2.9	230000	78	0
7	6.47	0.38	1.91	0.17	3.81	0.31	0.75	50	50	47	2.9	230000	78	0
7	8.15	0.46	3.06	0.23	4.03	0.3	1.06	50	80	47	2.9	230000	78	0
7	8.96	0.48	3.11	0.28	5.01	0.32	0.84	50	80	47	2.9	230000	78	0
7	5.35	0.34	3.05	0.24	1.93	0.18	0.37	50	80	47	2.9	230000	78	0
7	6.41	0.3	2.74	0.22	2.22	0.19	1.45	50	80	40	2.9	230000	78	0
8	7.55	0.3	3.68	0.24	3.3	0.21	0.57	50	80	40	2.9	230000	78	0
8	6.42	0.37	2.85	0.24	1.91	0.21	1.66	50	80	40	2.7	257000	82	0
8	7.46	0.41	3.46	0.3	1.36	0.15	2.64	50	100	40	2.7	257000	82	0
9	7.49	0.36	2.22	0.19	3.32	0.21	1.95	60	100	40	2.7	257000	82	0
9	4.28	0.23	2.67	0.21	1.4	0.14	0.21	60	100	40	2.7	257000	82	0
9	1.7	0.22	1.48	0.15	0.98	0.1	-0.76	60	50	40	2.7	257000	82	1
9	5.22	0.42	1.67	0.46	2.07	0.29	1.48	60	50	40	2.7	257000	82	0
9	7.89	0.52	2.37	0.18	3.2	3.9	2.32	60	80	40	2.7	257000	82	0
9	7.97	0.47	3.38	0.25	4.66	0.44	-0.0700003	60	120	40	2.7	257000	82	0
9	5.69	0.38	2.14	0.15	1.25	0.22	2.3	60	120	35	2.7	257000	82	0
10	4.28	0.29	2.02	0.2	1.97	0.2	0.29	60	120	35	2.7	257000	82	0
11	11.61	0.51	5.99	0.35	2.31	0.18	3.31	60	120	73	3	230000	77	0
12	8.59	0.44	5.28	0.3	2.38	0.19	0.93	60	100	73	3	230000	77	0
13	4.44	0.23	2.53	0.7	2.46	0.18	-0.55	70	100	73	3	230000	77	0
14	6.19	0.27	3.56	0.24	2.7	0.17	-0.0699999	70	100	73	3	200000	74	0
15	9.25	0.39	3.15	0.25	3.9	0.21	2.2	70	100	73	3	200000	74	0
15	7.81	0.33	1.77	0.15	3.1	0.18	2.94	70	100	41	3	200000	74	0
15	3.55	0.25	2.14	0.19	1.26	0.14	0.15	70	100	41	3	200000	74	0
15	3.78	0.28	2.01	0.19	1.16	0.12	0.61	70	100	41	3	200000	74	0
15	7.04	0.28	1.55	0.14	3.48	0.19	2.01	70	100	41	3	200000	74	0
15	5.08	0.3	1.79	0.18	2.05	0.16	1.24	70	100	41	3	200000	74	0
15	6.63	0.31	1.63	0.16	3	0.21	2	70	100	41	3	200000	74	0
15	9	0.3	1.62	1.6	5.04	0.24	2.34	70	100	41	3	200000	74	0
15	8.68	0.3	1.74	0.14	4.77	0.25	2.17	70	100	41	3	200000	74	0
15	7.38	0.33	1.95	0.16	4.08	0.2	1.35	70	100	41	3	200000	74	0
16	8.01	0.28	1.36	0.17	4.93	0.2	1.72	80	100	41	2.8	213000	77	0
16	8.72	0.29	1.34	0.14	6.27	0.2	1.11	80	100	41	2.8	213000	77	0
16	3.87	0.27	1.3	0.14	1.77	0.15	0.8	80	100	41	2.8	213000	77	0
16	6.01	0.3	1.4	0.14	3.51	0.21	1.1	80	100	41	2.8	213000	77	0
16	6.9	0.26	1.53	0.14	4.38	0.18	0.99	80	100	41	2.8	213000	77	0
17	8.17	0.36	1.23	0.13	4.95	0.23	1.99	80	100	41	2.8	213000	77	0
18	7.76	0.31	1.49	0.12	4.92	0.21	1.35	80	100	41	2.8	213000	77	0
19	7.83	0.32	1.6	0.16	5.15	0.22	1.08	80	100	41	2.8	213000	77	0
20	7.5	0.3	1.76	0.17	4.62	0.2	1.12	80	100	41	2.8	213000	77	0
21	4.25	0.22	1.58	0.14	2.6	0.18	0.07	80	100	41	3	214000	75	0
21	6.29	0.28	1.71	0.14	3.9	0.19	0.68	80	100	41	3	214000	75	0
21	8.06	0.26	1.52	0.13	5.59	0.21	0.95	80	100	41	3	214000	75	0
22	9.92	0.29	1.4	0.14	7.21	0.21	1.31	80	100	41	3	214000	75	0
22	8.06	0.31	1.34	0.13	5.53	0.21	1.19	80	100	41	3	214000	75	0
23	8.8	0.31	1.73	0.17	5.96	0.2	1.11	80	100	41	3	214000	75	0
24	9.89	0.28	1.85	0.18	5.92	0.26	2.12	80	100	41	3	214000	75	0
24	6.32	0.27	1.89	0.15	3.4	0.21	1.03	80	100	41	3	214000	75	0
24	8.67	0.32	1.65	0.15	4.88	0.23	2.14	80	100	41	3	214000	75	0
24	7.74	0.28	1.51	0.6	4.21	0.21	2.02	80	100	41	3	214000	75	0
24	5.58	0.28	2.77	0.46	2.22	0.17	0.59	80	100	62	3	214000	75	0
24	10.25	0.31	2.8	0.19	5.29	0.25	2.16	80	100	62	3	214000	75	0
25	6.79	0.38	5.06	0.31	2.03	0.19	-0.3	50	100	49	3	214000	75	0
25	6.57	0.35	3.62	0.27	3.22	-0.23	-0.27	50	100	40.4	3	214000	75	0
25	7.33	0.42	3.8	0.22	2.46	0.22	1.07	50	100	40.4	3	214000	75	0
25	6.94	0.37	3.81	0.25	3.04	0.2	0.0900001	50	100	40.4	3	214000	75	0
