8,363690	NaN	8,363690	0,000000	0,000000	0,000000
8,355806	0,032807	8,316398	8,345101	8,368498	8,393226
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,401086	NaN	8,401086	0,000000	0,000000	0,000000
8,403759	NaN	8,403759	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
