8,368030	0,008140	8,359451	8,368991	8,375647	0,000000
8,378876	NaN	8,378876	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,372566	0,029154	8,351996	8,358664	8,363925	8,415680
8,422138	0,073840	8,369926	8,474351	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,386749	0,044384	8,355365	8,418133	0,000000	0,000000
