8,377311	0,007961	8,369446	8,377123	8,385365	0,000000	0,000000	0,000000	0,000000	0,000000
8,367622	0,010715	8,360045	8,375198	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,379282	0,005094	8,375680	8,382884	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,471870	0,106768	8,360630	8,379145	8,461830	8,550368	8,607379	0,000000	0,000000	0,000000
8,375029	0,022385	8,348407	8,359963	8,371364	8,394057	8,401355	0,000000	0,000000	0,000000
8,387694	0,018215	8,366933	8,380823	8,393284	8,409736	0,000000	0,000000	0,000000	0,000000
8,398813	0,046100	8,362731	8,371304	8,374861	8,410670	8,474497	0,000000	0,000000	0,000000
8,358749	0,004385	8,355648	8,361849	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,399911	0,040054	8,363321	8,376022	8,406971	8,453332	0,000000	0,000000	0,000000	0,000000
8,388190	0,027372	8,358217	8,363462	8,370303	8,378141	8,383758	8,402064	8,410244	8,439331
