8,386125	0,030449	8,358817	8,366875	8,392357	8,426452
8,353876	NaN	8,353876	0,000000	0,000000	0,000000
8,358371	0,005471	8,352770	8,358641	8,363702	0,000000
8,395592	0,034061	8,362424	8,393871	8,430480	0,000000
8,385197	0,031408	8,362988	8,407406	0,000000	0,000000
8,366195	0,010816	8,352128	8,363959	8,371582	8,377108
8,368725	NaN	8,368725	0,000000	0,000000	0,000000
8,366104	NaN	8,366104	0,000000	0,000000	0,000000
8,359600	NaN	8,359600	0,000000	0,000000	0,000000
8,379202	0,024854	8,357127	8,374359	8,406121	0,000000
