8,377737	0,017050	8,358687	8,364531	8,377623	8,386793	8,401049
8,388276	0,026069	8,369842	8,406709	0,000000	0,000000	0,000000
8,380410	NaN	8,380410	0,000000	0,000000	0,000000	0,000000
8,400202	0,038898	8,361924	8,375969	8,383110	8,423586	8,456423
8,371758	0,012587	8,358514	8,373194	8,383566	0,000000	0,000000
8,385180	NaN	8,385180	0,000000	0,000000	0,000000	0,000000
8,417324	0,024415	8,393615	8,415969	8,442388	0,000000	0,000000
8,440012	0,035583	8,414851	8,465173	0,000000	0,000000	0,000000
8,377403	0,009687	8,370553	8,384253	0,000000	0,000000	0,000000
8,377964	NaN	8,377964	0,000000	0,000000	0,000000	0,000000
