8,379129	0,005127	8,375504	8,382754	0,000000	0,000000	0,000000
8,355881	NaN	8,355881	0,000000	0,000000	0,000000	0,000000
8,359848	NaN	8,359848	0,000000	0,000000	0,000000	0,000000
8,380254	0,005922	8,376067	8,384442	0,000000	0,000000	0,000000
8,389552	0,040214	8,358444	8,375251	8,434962	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,392427	0,034863	8,359089	8,372958	8,378468	8,404046	8,447576
8,378895	NaN	8,378895	0,000000	0,000000	0,000000	0,000000
8,383674	0,008435	8,377709	8,389638	0,000000	0,000000	0,000000
8,422489	NaN	8,422489	0,000000	0,000000	0,000000	0,000000
