8,401389	0,045362	8,361794	8,372744	8,384230	8,413250	8,474925	0,000000	0,000000	0,000000
8,373234	0,011305	8,362365	8,372408	8,384929	0,000000	0,000000	0,000000	0,000000	0,000000
8,466760	0,181380	8,361310	8,371350	8,396455	8,737924	0,000000	0,000000	0,000000	0,000000
8,393345	0,032679	8,357248	8,373889	8,383902	8,411904	8,439783	0,000000	0,000000	0,000000
8,367270	0,009424	8,358588	8,365929	8,377292	0,000000	0,000000	0,000000	0,000000	0,000000
8,424449	0,109438	8,358882	8,365003	8,373481	8,379890	8,386473	8,408197	8,435409	8,688258
8,403781	0,034807	8,367362	8,376978	8,383988	8,389884	8,397629	8,412668	8,425374	8,476361
8,397266	0,031571	8,373795	8,384844	8,433158	0,000000	0,000000	0,000000	0,000000	0,000000
8,389926	0,029558	8,358886	8,366477	8,383056	8,415533	8,425680	0,000000	0,000000	0,000000
8,381550	0,011935	8,368660	8,383774	8,392217	0,000000	0,000000	0,000000	0,000000	0,000000
