8,361284	NaN	8,361284	0,000000	0,000000	0,000000	0,000000
8,357938	NaN	8,357938	0,000000	0,000000	0,000000	0,000000
8,367340	NaN	8,367340	0,000000	0,000000	0,000000	0,000000
8,374636	0,028228	8,347901	8,371854	8,404152	0,000000	0,000000
8,390528	0,020833	8,375797	8,405260	0,000000	0,000000	0,000000
8,381623	0,030060	8,360368	8,402879	0,000000	0,000000	0,000000
8,390804	0,021170	8,366455	8,373219	8,391332	8,407435	8,415576
8,361197	0,009838	8,351163	8,361601	8,370826	0,000000	0,000000
8,430118	NaN	8,430118	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
