8,381478	0,017661	8,366019	8,373592	8,379693	8,406606
8,360327	NaN	8,360327	0,000000	0,000000	0,000000
8,379403	NaN	8,379403	0,000000	0,000000	0,000000
8,369689	0,004623	8,366420	8,372958	0,000000	0,000000
8,390842	0,019789	8,367604	8,381509	8,404190	8,410066
8,370047	0,012872	8,355747	8,373684	8,380709	0,000000
8,362535	NaN	8,362535	0,000000	0,000000	0,000000
8,390668	0,046042	8,358111	8,423225	0,000000	0,000000
8,398307	0,034269	8,374954	8,382319	8,437648	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
