8,364423	0,016084	8,347215	8,366974	8,379079	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,367800	0,005637	8,363814	8,371787	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,375191	NaN	8,375191	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,360672	0,013127	8,350216	8,356398	8,375403	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,375964	0,015281	8,357105	8,371316	8,382870	8,392564	0,000000	0,000000	0,000000	0,000000	0,000000
8,385405	0,034060	8,335062	8,353226	8,363538	8,374128	8,382910	8,391891	8,405610	8,415882	8,446400
8,340857	NaN	8,340857	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,372217	0,011812	8,359855	8,373407	8,383388	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,381997	0,024317	8,364802	8,399191	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,391582	0,025657	8,360037	8,370098	8,397861	8,410263	8,419653	0,000000	0,000000	0,000000	0,000000
