8,453579	0,124060	8,370707	8,382890	8,392840	8,453380	8,668078	0,000000	0,000000
8,410626	NaN	8,410626	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,399476	0,050894	8,361218	8,376300	8,381876	8,389359	8,488628	0,000000	0,000000
8,391945	0,028375	8,369986	8,381866	8,423983	0,000000	0,000000	0,000000	0,000000
8,409053	0,051490	8,363015	8,371454	8,378246	8,385661	8,419104	8,436805	8,509088
8,407396	0,041921	8,360105	8,378572	8,405389	8,425167	8,467748	0,000000	0,000000
8,367766	NaN	8,367766	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,373359	0,014081	8,356273	8,370114	8,376978	8,390071	0,000000	0,000000	0,000000
8,392516	0,041606	8,355411	8,370453	8,376685	8,384773	8,394788	8,472989	0,000000
8,379094	0,009209	8,372583	8,385606	0,000000	0,000000	0,000000	0,000000	0,000000
