8,371196	NaN	8,371196	0,000000	0,000000	0,000000
8,372451	NaN	8,372451	0,000000	0,000000	0,000000
8,402980	0,052805	8,365641	8,440318	0,000000	0,000000
8,362654	0,008672	8,356522	8,368786	0,000000	0,000000
8,392164	0,045788	8,347348	8,375364	8,390562	8,455380
8,411558	0,051727	8,374981	8,448135	0,000000	0,000000
8,362655	0,015312	8,344538	8,355606	8,373150	8,377328
8,378715	0,011340	8,369349	8,375472	8,391323	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000
8,422525	NaN	8,422525	0,000000	0,000000	0,000000
