8,437268	NaN	8,437268	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,368472	NaN	8,368472	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,393141	0,034830	8,364442	8,369481	8,398279	8,440360	0,000000	0,000000	0,000000
8,365738	0,005405	8,361916	8,369559	0,000000	0,000000	0,000000	0,000000	0,000000
8,370547	0,009293	8,360284	8,372968	8,378390	0,000000	0,000000	0,000000	0,000000
8,372057	NaN	8,372057	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,395274	0,030675	8,365659	8,374328	8,383791	8,412307	8,440285	0,000000	0,000000
8,374714	0,026693	8,345942	8,352162	8,357624	8,368677	8,377792	8,405219	8,415583
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,377893	NaN	8,377893	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
