NaN	-0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,361282	NaN	8,361282	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000
8,346836	NaN	8,346836	0,000000	0,000000
8,399734	0,030710	8,364735	8,412295	8,422171
8,370721	0,015606	8,359686	8,381756	0,000000
8,400017	0,049737	8,366023	8,376925	8,457102
8,398353	0,027123	8,379174	8,417532	0,000000
8,373592	0,010594	8,366101	8,381083	0,000000
