8,477544	0,248105	8,157723	8,165266	8,178659	8,188013	8,196201	8,203229	8,209855	8,214100	8,220413	8,229409	8,237384	8,244849	8,264024	8,273378	8,295569	8,303383	8,325180	8,332160	8,355569	8,374687	8,388685	8,398264	8,407142	8,418676	8,427560	8,437860	8,445002	8,458176	8,480645	8,496399	8,505283	8,522468	8,545919	8,559354	8,579683	8,590933	8,647853	8,658394	8,734901	8,749044	8,792487	8,809566	8,823305	8,844456	8,864493	8,897030	8,939088	8,971568	9,036355
8,462829	0,243674	8,167112	8,175040	8,181038	8,189261	8,196807	8,204809	8,211347	8,218457	8,235016	8,244662	8,279842	8,311159	8,340573	8,348926	8,377791	8,390548	8,426125	8,442200	8,457962	8,466899	8,476099	8,523172	8,544059	8,600478	8,611971	8,622605	8,652870	8,678798	8,700696	8,739596	8,875972	8,884554	8,970266	8,989470	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,463042	0,267460	8,183212	8,195560	8,204049	8,218372	8,256056	8,265665	8,289613	8,302556	8,326370	8,381548	8,441229	8,465398	8,547422	8,789690	8,803569	8,837913	8,904518	8,922020	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,434036	0,221289	8,182456	8,190708	8,198105	8,210101	8,216492	8,225442	8,243122	8,252589	8,262746	8,277843	8,390298	8,420092	8,430648	8,486981	8,508067	8,533135	8,582192	8,592153	8,633952	8,675320	8,738544	8,821593	8,910246	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,474174	0,254688	8,179462	8,192631	8,204174	8,216974	8,222872	8,227003	8,235013	8,240099	8,274732	8,298089	8,357390	8,378062	8,386370	8,398623	8,415449	8,446501	8,537087	8,631877	8,716970	8,755468	8,773581	8,785037	8,794611	8,856881	8,880275	8,923285	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,452978	0,209825	8,203323	8,223942	8,228917	8,235542	8,251754	8,264315	8,311030	8,346377	8,375667	8,439676	8,475512	8,545878	8,626973	8,651461	8,686915	8,723977	8,776753	8,785589	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,534244	0,265936	8,197273	8,203500	8,215805	8,230358	8,254024	8,268307	8,303642	8,335187	8,470442	8,514495	8,535282	8,549972	8,562225	8,592668	8,628070	8,641688	8,660122	8,793174	8,813842	8,973475	8,996322	9,013483	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,497832	0,219911	8,241463	8,262857	8,300969	8,334423	8,411258	8,526456	8,584331	8,720456	8,757890	8,838221	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,508212	0,304612	8,218904	8,231887	8,275850	8,298279	8,458824	8,770868	8,859539	8,951543	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,425958	0,242606	8,198352	8,252665	8,541619	8,711196	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
