8,406490	0,190022	8,163564	8,173122	8,185993	8,196639	8,204272	8,214003	8,231295	8,236420	8,285860	8,351577	8,391576	8,398507	8,411069	8,432934	8,453697	8,528833	8,556339	8,562636	8,611958	8,656754	8,664551	8,691204	8,746462	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,529931	0,276181	8,185868	8,198558	8,231108	8,282134	8,312695	8,334494	8,353314	8,444530	8,452130	8,506758	8,544931	8,677898	8,834108	8,854265	8,885402	8,916832	8,993803	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,490712	0,271352	8,180859	8,196315	8,205776	8,213462	8,249063	8,267045	8,284237	8,295568	8,349657	8,370434	8,401392	8,411337	8,462397	8,543538	8,673443	8,805741	8,836706	8,865755	8,878798	8,886736	8,926702	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,471824	0,285570	8,195047	8,214998	8,239822	8,248018	8,298912	8,397047	8,597469	8,721314	8,867735	8,937877	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,550488	0,289321	8,203511	8,215549	8,224431	8,233765	8,260238	8,288370	8,315745	8,362101	8,516064	8,567700	8,595006	8,624226	8,643539	8,691349	8,844393	8,943313	8,960754	8,966808	9,002415	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,588900	0,364053	8,214061	8,222999	8,232058	8,625935	8,843424	8,956586	9,027234	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,543324	0,270701	8,225606	8,317242	8,413627	8,666503	8,694151	8,942815	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,444515	0,273334	8,233445	8,241964	8,285011	8,304859	8,351800	8,361348	8,386794	8,901923	8,933494	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,243659	NaN	8,243659	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,505737	0,215363	8,234593	8,277463	8,297957	8,409493	8,493682	8,625649	8,641903	8,743935	8,826958	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
