8,462100	0,236501	8,178474	8,192353	8,201179	8,210862	8,220863	8,235540	8,250061	8,261725	8,269152	8,306638	8,320576	8,357037	8,373680	8,387658	8,403756	8,427432	8,442735	8,473245	8,479924	8,496434	8,535336	8,547812	8,573951	8,598933	8,691226	8,733476	8,859231	8,900712	8,938638	8,994369	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,449861	0,286909	8,177355	8,185315	8,199548	8,215462	8,227130	8,240534	8,247965	8,255549	8,312746	8,323801	8,338699	8,387266	8,397197	8,463226	8,516921	8,530408	8,542569	8,548311	8,679115	8,815773	8,978801	9,313255	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,404478	0,207494	8,178364	8,201655	8,206642	8,222969	8,245799	8,259869	8,303680	8,324429	8,357140	8,370057	8,444098	8,550648	8,587459	8,645942	8,719936	8,852959	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,398669	0,292616	8,192068	8,199313	8,216975	8,224517	8,239109	8,248977	8,301662	8,519378	8,874772	8,969919	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,398617	0,174249	8,197621	8,218301	8,225229	8,232981	8,273150	8,327229	8,352798	8,380454	8,432649	8,455935	8,472036	8,612465	8,655547	8,744246	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,376555	0,147146	8,215376	8,241115	8,248956	8,284129	8,356201	8,369388	8,504605	8,566838	8,602384	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,519084	0,205476	8,238954	8,288855	8,342026	8,380583	8,426800	8,469341	8,499606	8,515524	8,529232	8,543672	8,572934	8,590736	8,905582	8,963325	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,430516	0,218945	8,214025	8,243129	8,286754	8,452331	8,475995	8,487572	8,853804	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,531668	0,300413	8,242365	8,402337	8,537647	8,944324	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,865905	0,134901	8,770516	8,961295	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
