8,256292	0,080086	8,167200	8,175406	8,186700	8,206710	8,224256	8,239172	8,251762	8,259684	8,281156	8,292807	8,336983	8,453663	0,000000	0,000000	0,000000	0,000000
8,256022	0,070801	8,166285	8,172599	8,190174	8,202208	8,217827	8,224099	8,229219	8,240953	8,244921	8,253124	8,269645	8,325702	8,336568	8,370248	8,396749	0,000000
8,230578	0,040545	8,180800	8,194795	8,200948	8,207094	8,215810	8,221220	8,246700	8,255510	8,268987	8,313915	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,236606	0,039977	8,180570	8,188696	8,203749	8,212331	8,224260	8,232589	8,240481	8,253050	8,280324	8,286929	8,299690	0,000000	0,000000	0,000000	0,000000	0,000000
8,235687	0,037620	8,198715	8,204858	8,211173	8,220060	8,227906	8,234221	8,241585	8,260760	8,321906	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,256770	0,074814	8,181886	8,189371	8,197256	8,206794	8,216789	8,223700	8,229076	8,245883	8,251226	8,264417	8,288981	8,304107	8,327162	8,468130	0,000000	0,000000
8,250683	0,055441	8,181793	8,198273	8,205889	8,222837	8,233811	8,250210	8,259298	8,280799	8,312122	8,361802	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,226362	0,031610	8,191461	8,198021	8,205920	8,211820	8,220684	8,243385	8,258683	8,280925	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,236663	0,033168	8,196699	8,202761	8,211817	8,218034	8,227665	8,250545	8,259475	8,269700	8,293272	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,244820	0,032190	8,205686	8,211361	8,221295	8,233731	8,240960	8,246262	8,260720	8,279419	8,303942	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,257859	0,041786	8,207799	8,212266	8,220002	8,226853	8,240524	8,251531	8,261413	8,274447	8,298458	8,315076	8,328081	0,000000	0,000000	0,000000	0,000000	0,000000
8,273198	0,088926	8,191594	8,203123	8,226788	8,236810	8,245884	8,258000	8,389676	8,433708	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,206896	0,014246	8,191186	8,200466	8,211816	8,224116	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,270334	0,064060	8,212922	8,258647	8,339433	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,243420	0,054327	8,200651	8,225061	8,304548	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,250297	0,030506	8,217253	8,227957	8,242585	8,275473	8,288219	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,244077	0,028846	8,204334	8,214916	8,234123	8,243939	8,255150	8,273900	8,282177	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,260472	0,033721	8,236628	8,284316	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,253556	0,017454	8,234794	8,256564	8,269311	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,260158	0,038776	8,212150	8,225677	8,254559	8,270484	8,278273	8,319807	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,240306	0,046097	8,188998	8,203279	8,237628	8,272631	8,298993	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,252651	0,018338	8,230509	8,236816	8,245789	8,256084	8,269873	8,276835	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
