8,530034	0,248911	8,169077	8,181686	8,189424	8,197863	8,210926	8,218034	8,230269	8,243399	8,254460	8,268092	8,282545	8,304185	8,352391	8,360950	8,389218	8,401409	8,432914	8,448976	8,473800	8,530023	8,577734	8,595757	8,602961	8,624425	8,634084	8,701392	8,714785	8,730835	8,738260	8,755418	8,787777	8,804079	8,810124	8,817187	8,823316	8,838823	8,846720	8,868504	8,882945	8,906610	0,000000	0,000000	0,000000	0,000000
8,470740	0,220159	8,169500	8,183329	8,194814	8,220466	8,230922	8,246123	8,255876	8,260779	8,283760	8,306422	8,328720	8,361039	8,371339	8,397507	8,402693	8,416446	8,426040	8,435219	8,440860	8,463627	8,473476	8,482686	8,492590	8,509617	8,622424	8,635946	8,650244	8,736628	8,750045	8,792346	8,814518	8,843218	8,885278	8,920651	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,516166	0,272385	8,192037	8,202888	8,216378	8,225787	8,231887	8,246275	8,256031	8,278310	8,296912	8,323499	8,331020	8,360611	8,429833	8,509033	8,537199	8,579749	8,694188	8,713894	8,733385	8,754335	8,779584	8,783574	8,838906	8,889342	8,981280	9,034372	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,554235	0,275885	8,183411	8,202363	8,233702	8,242242	8,249657	8,289155	8,401180	8,433363	8,464492	8,471447	8,647397	8,749448	8,756312	8,770449	8,848044	8,869596	8,881914	8,906765	8,929529	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,550179	0,267533	8,235169	8,244725	8,321702	8,340961	8,364041	8,399800	8,522444	8,589810	8,626257	8,650899	8,899219	8,924615	9,032688	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,457420	0,276494	8,187957	8,195463	8,202091	8,223664	8,237718	8,246301	8,274547	8,298544	8,349485	8,365104	8,407324	8,433950	8,492117	8,723628	8,808407	8,901923	8,939109	8,946232	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,477049	0,235532	8,201691	8,214221	8,220547	8,234164	8,276521	8,369061	8,502129	8,560177	8,618628	8,661449	8,728447	8,782550	8,832051	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,494581	0,247591	8,218812	8,252450	8,274440	8,441888	8,524180	8,575959	8,786188	8,882732	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,462965	0,238651	8,204111	8,223355	8,284277	8,333338	8,383181	8,433949	8,457456	8,637523	8,728822	8,943642	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,467822	0,192368	8,258078	8,284521	8,295011	8,387655	8,501625	8,563157	8,700362	8,752162	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,473637	0,274955	8,216318	8,239315	8,480045	8,538049	8,894458	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
