1,590330E+0	1,590330E+0	3,000000E+0
2,414116E-2	2,414116E-2	1,000000E+0
-7,536944E-2	-7,536944E-2	2,000000E+0
2,188731E-1	2,188731E-1	1,000000E+0
-1,716682E+0	-1,716682E+0	0,000000E+0
-7,524582E-1	-7,524582E-1	0,000000E+0
9,288053E-1	9,288053E-1	3,000000E+0
2,563745E+0	2,563745E+0	3,000000E+0
3,335799E-1	3,335799E-1	1,000000E+0
3,070489E+0	3,070489E+0	3,000000E+0
-2,413256E+0	-2,413256E+0	0,000000E+0
-1,417047E+0	-1,417047E+0	0,000000E+0
-1,464841E+0	-1,464841E+0	0,000000E+0
-2,686910E+0	-2,686910E+0	0,000000E+0
-1,887282E-1	-1,887282E-1	2,000000E+0
-6,235356E-1	-6,235356E-1	0,000000E+0
-1,141309E+0	-1,141309E+0	0,000000E+0
-1,567171E+0	-1,567171E+0	0,000000E+0
-1,328076E+0	-1,328076E+0	1,000000E+0
-1,675627E+0	-1,675627E+0	0,000000E+0
-1,656632E+0	-1,656632E+0	0,000000E+0
-1,306629E+0	-1,306629E+0	0,000000E+0
9,778253E-1	9,778253E-1	3,000000E+0
2,160555E+0	2,160555E+0	4,000000E+0
-7,987821E-1	-7,987821E-1	1,000000E+0
-1,399767E+0	-1,399767E+0	0,000000E+0
-6,745164E-1	-6,745164E-1	0,000000E+0
-2,301735E+0	-2,301735E+0	0,000000E+0
-2,434457E+0	-2,434457E+0	0,000000E+0
-7,145903E-1	-7,145903E-1	0,000000E+0
-2,001488E+0	-2,001488E+0	0,000000E+0
1,525736E-1	1,525736E-1	0,000000E+0
-8,186352E-1	-8,186352E-1	1,000000E+0
1,381127E-1	1,381127E-1	1,000000E+0
-1,722932E+0	-1,722932E+0	0,000000E+0
-1,339350E+0	-1,339350E+0	0,000000E+0
2,057603E-1	2,057603E-1	1,000000E+0
6,976760E-1	6,976760E-1	2,000000E+0
-2,187641E+0	-2,187641E+0	0,000000E+0
-8,106695E-1	-8,106695E-1	1,000000E+0
-8,188803E-1	-8,188803E-1	1,000000E+0
-6,063786E-1	-6,063786E-1	0,000000E+0
1,523173E+0	1,523173E+0	4,000000E+0
1,325867E+0	1,325867E+0	4,000000E+0
-5,215740E-1	-5,215740E-1	1,000000E+0
-7,894683E-1	-7,894683E-1	1,000000E+0
4,942430E-1	4,942430E-1	2,000000E+0
8,533145E-1	8,533145E-1	1,000000E+0
-1,692294E+0	-1,692294E+0	0,000000E+0
-1,016186E+0	-1,016186E+0	0,000000E+0
-9,093222E-1	-9,093222E-1	1,000000E+0
-1,642182E-1	-1,642182E-1	1,000000E+0
-3,072942E+0	-3,072942E+0	0,000000E+0
-4,218183E-1	-4,218183E-1	0,000000E+0
-1,037510E+0	-1,037510E+0	0,000000E+0
-1,905899E+0	-1,905899E+0	0,000000E+0
-1,959698E+0	-1,959698E+0	0,000000E+0
-2,663135E+0	-2,663135E+0	0,000000E+0
-2,418771E+0	-2,418771E+0	0,000000E+0
-9,116507E-1	-9,116507E-1	0,000000E+0
-9,367734E-1	-9,367734E-1	1,000000E+0
-9,778277E-1	-9,778277E-1	0,000000E+0
2,422802E-1	2,422802E-1	3,000000E+0
-1,569377E+0	-1,569377E+0	0,000000E+0
1,623776E-1	1,623776E-1	1,000000E+0
-1,079789E+0	-1,079789E+0	2,000000E+0
-2,900770E-1	-2,900770E-1	1,000000E+0
1,984451E+0	1,984451E+0	1,000000E+0
7,422842E-1	7,422842E-1	2,000000E+0
1,403564E+0	1,403564E+0	2,000000E+0
1,612746E-1	1,612746E-1	1,000000E+0
-2,844397E-1	-2,844397E-1	0,000000E+0
-1,378321E+0	-1,378321E+0	0,000000E+0
