0	7.22	0.46	1.83	0.18	2.13	0.19	3.26	0	38	230000	3	76	0.9	100	10
0	5.96	0.41	2.44	0.22	2.59	0.25	0.93	0	38	230000	3	76	0.9	100	10
0	6.77	0.46	2.17	0.22	2.74	0.29	1.86	0	38	230000	3	76	0.9	100	10
0	7.75	0.42	2.63	0.23	2.26	0.21	2.86	0	38	230000	3	76	1.1	100	10
0	5.86	0.41	2.02	0.24	2.34	0.24	1.5	0	38	230000	3	76	1.2	100	10
0	6.76	0.42	1.17	0.2	2.33	0.23	3.26	0	38	230000	3	76	1.2	100	10
0	3.99	0.35	1.09	0.2	2.14	0.2	0.76	0	38	230000	3	76	1	100	10
0	4.9	0.38	1.5	0.21	2.02	0.2	1.38	0	38	230000	3	76	1.6	100	10
0	6.29	0.45	1.19	0.19	2.6	0.23	2.5	0	38	230000	3	76	1.1	100	10
1	5.5	0.4	1.79	0.21	1.78	0.19	1.93	0	38	230000	3	76	1.1	100	10
2	5.55	0.45	2.11	0.16	1.68	0.16	1.76	0	38	230000	3	76	0.9	100	10
2	6.04	0.45	1.58	0.2	2.06	0.16	2.4	0	38	230000	3	76	0.9	100	10
3	6.43	0.47	1.7	0.18	1.75	0.19	2.98	0	38	230000	3	76	1.1	100	10
3	5.45	0.47	1.86	0.23	1.72	0.17	1.87	0	38	230000	3	76	1.1	100	10
4	6.02	0.51	2.45	0.3	1.73	0.17	1.84	0	38	230000	3	76	1.1	100	10
4	5.25	0.44	2.38	0.25	1.99	0.2	0.88	0	38	230000	3	76	1.2	100	10
4	6.43	0.51	1.81	0.24	2.1	0.21	2.52	0	38	230000	3	76	1.2	100	10
5	4.76	0.4	1.92	0.23	2.04	0.2	0.8	0	38	230000	3	76	1	100	10
5	6.59	0.51	2.09	0.22	1.87	0.18	2.63	0	38	230000	3	76	1	100	10
5	5.5	0.44	2.21	0.22	2.13	0.21	1.16	0	38	230000	3	76	1	100	10
6	6.07	0.44	2.56	0.25	2.47	0.2	1.04	0	38	230000	3	76	0.7	100	10
6	6.48	0.44	1.98	0.23	2.98	0.25	1.52	0	38	230000	3	76	0.7	100	10
6	5.05	0.38	2.16	0.24	2.47	0.21	0.42	0	38	230000	3	76	0.7	100	10
7	6.13	0.41	1.64	0.19	2.75	0.21	1.74	0	38	230000	3	76	1.3	100	10
7	6.41	0.43	1.75	0.18	2.95	0.22	1.71	0	38	230000	3	76	1.3	100	10
7	5.94	0.29	1.91	0.2	2.67	0.19	1.36	0	38	230000	3	76	1.3	100	10
7	7.24	0.49	3.01	0.25	1.63	0.17	2.6	0	38	230000	3	76	1.2	100	10
7	7.62	0.44	3.11	0.27	1.54	0.14	2.97	0	38	230000	3	76	1.2	100	10
7	7.85	0.4	3.51	0.29	1.39	0.16	2.95	0	38	230000	3	76	1.2	100	10
7	7	0.47	3.02	0.27	1.83	0.18	2.15	0	38	230000	3	76	1.1	100	10
7	7.43	0.41	3.34	0.23	1.6	0.17	2.49	0	38	230000	3	76	1.1	100	10
7	3.28	0.26	2.53	0.24	0.16	0.06	0.59	0	38	230000	3	76	1.2	10	10
7	3.37	0.26	2.62	0.24	0.14	0.04	0.61	0	38	230000	3	76	1	10	10
7	5.17	0.4	2.04	0.2	1.47	0.17	1.66	0	38	230000	3	76	1.5	90	10
7	5.91	0.37	2	0.2	1.23	0.17	2.68	0	38	230000	3	76	1.5	90	10
7	2.76	0.24	2.54	0.25	0.33	0.04	-0.11	0	38	230000	3	76	1.2	20	10
7	3.43	0.25	2.62	0.22	0.29	0.06	0.52	0	38	230000	3	76	1.2	20	10
7	4.29	0.34	1.74	0.2	0.94	0.13	1.61	0	38	230000	3	76	1.4	80	10
7	3.79	0.31	1.69	0.21	0.94	0.12	1.16	0	38	230000	3	76	1.5	80	10
7	2.99	0.3	1.93	0.2	0.34	0.07	0.72	0	38	230000	3	76	1.3	30	10
7	2.85	0.26	1.64	0.22	0.48	0.09	0.73	0	38	230000	3	76	1.3	30	10
7	3.7	0.33	1.83	0.23	1.01	0.12	0.86	0	38	129000	2.8	66	1	70	10
