4,590720E+0	4,590720E+0	3,000000E+0
1,301111E+0	1,301111E+0	1,000000E+0
7,992685E-1	7,992685E-1	1,000000E+0
3,770837E-1	3,770837E-1	1,000000E+0
3,111052E+0	3,111052E+0	5,000000E+0
-6,807679E-1	-6,807679E-1	2,000000E+0
8,262295E-1	8,262295E-1	0,000000E+0
-3,914273E-1	-3,914273E-1	4,000000E+0
7,487544E-2	7,487544E-2	2,000000E+0
-1,254670E+0	-1,254670E+0	0,000000E+0
-4,685113E-1	-4,685113E-1	1,000000E+0
-1,136041E+0	-1,136041E+0	0,000000E+0
6,042914E-1	6,042914E-1	2,000000E+0
2,037024E+0	2,037024E+0	3,000000E+0
-1,146948E+0	-1,146948E+0	1,000000E+0
1,916802E+0	1,916802E+0	2,000000E+0
-5,708405E-1	-5,708405E-1	3,000000E+0
2,341560E+0	2,341560E+0	2,000000E+0
1,957121E+0	1,957121E+0	2,000000E+0
3,483604E+0	3,483604E+0	4,000000E+0
-9,975831E-2	-9,975831E-2	0,000000E+0
2,254894E-1	2,254894E-1	0,000000E+0
1,492633E-1	1,492633E-1	2,000000E+0
3,074753E-1	3,074753E-1	4,000000E+0
2,571073E-1	2,571073E-1	0,000000E+0
-8,345681E-1	-8,345681E-1	0,000000E+0
1,438980E+0	1,438980E+0	4,000000E+0
7,227837E-3	7,227837E-3	2,000000E+0
2,331266E+0	2,331266E+0	4,000000E+0
-4,551533E-1	-4,551533E-1	2,000000E+0
2,317394E-1	2,317394E-1	1,000000E+0
1,603687E+0	1,603687E+0	0,000000E+0
-1,293886E+0	-1,293886E+0	1,000000E+0
6,324779E-1	6,324779E-1	2,000000E+0
-9,318728E-1	-9,318728E-1	2,000000E+0
-5,542963E-1	-5,542963E-1	0,000000E+0
-5,851789E-1	-5,851789E-1	3,000000E+0
-7,099348E-1	-7,099348E-1	0,000000E+0
-5,128744E-1	-5,128744E-1	1,000000E+0
3,340687E-1	3,340687E-1	0,000000E+0
-4,767221E-1	-4,767221E-1	3,000000E+0
1,224394E+0	1,224394E+0	3,000000E+0
-8,163082E-1	-8,163082E-1	0,000000E+0
3,016566E+0	3,016566E+0	0,000000E+0
8,552738E-1	8,552738E-1	3,000000E+0
-1,029913E+0	-1,029913E+0	0,000000E+0
-4,577269E-1	-4,577269E-1	0,000000E+0
-2,350535E-1	-2,350535E-1	1,000000E+0
5,178937E-1	5,178937E-1	3,000000E+0
7,166698E-1	7,166698E-1	1,000000E+0
-5,500070E-1	-5,500070E-1	1,000000E+0
7,501259E-1	7,501259E-1	0,000000E+0
3,514609E+0	3,514609E+0	4,000000E+0
