NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,460538	0,027819	8,434452	8,438653	8,482102	8,486944	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,446277	0,022818	8,430143	8,462412	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,425344	0,015240	8,412348	8,421567	8,442118	0,000000	0,000000	0,000000
8,458628	0,025982	8,440256	8,477000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,456141	NaN	8,456141	0,000000	0,000000	0,000000	0,000000	0,000000
8,430718	0,013567	8,421124	8,440312	0,000000	0,000000	0,000000	0,000000
8,429818	0,010178	8,422622	8,437015	0,000000	0,000000	0,000000	0,000000
8,428913	NaN	8,428913	0,000000	0,000000	0,000000	0,000000	0,000000
8,444737	NaN	8,444737	0,000000	0,000000	0,000000	0,000000	0,000000
8,429528	0,012853	8,415261	8,433122	8,440202	0,000000	0,000000	0,000000
8,418308	NaN	8,418308	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,494653	0,071848	8,426956	8,443134	8,530353	8,578168	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,435667	NaN	8,435667	0,000000	0,000000	0,000000	0,000000	0,000000
8,435132	0,027015	8,416027	8,423328	8,466040	0,000000	0,000000	0,000000
8,447234	0,025292	8,413392	8,426763	8,436686	8,460900	8,469247	8,476414
8,457905	0,039576	8,429010	8,441692	8,503013	0,000000	0,000000	0,000000
8,428788	0,011932	8,420351	8,437225	0,000000	0,000000	0,000000	0,000000
8,435671	0,029036	8,409671	8,421848	8,434734	8,476431	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,415028	NaN	8,415028	0,000000	0,000000	0,000000	0,000000	0,000000
8,418610	0,003594	8,416069	8,421151	0,000000	0,000000	0,000000	0,000000
8,435596	NaN	8,435596	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,431152	0,016133	8,419744	8,442560	0,000000	0,000000	0,000000	0,000000
8,433133	NaN	8,433133	0,000000	0,000000	0,000000	0,000000	0,000000
8,446148	0,008305	8,440275	8,452020	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,441273	0,030305	8,417807	8,426170	8,435731	8,485383	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,423617	NaN	8,423617	0,000000	0,000000	0,000000	0,000000	0,000000
8,468857	0,039587	8,440865	8,496850	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,435723	NaN	8,435723	0,000000	0,000000	0,000000	0,000000	0,000000
8,449643	0,033092	8,426244	8,473042	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,483970	0,054832	8,421742	8,504973	8,525197	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,433674	0,030158	8,412349	8,454999	0,000000	0,000000	0,000000	0,000000
8,460135	0,070661	8,412363	8,426738	8,541304	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,463037	0,068920	8,414303	8,511771	0,000000	0,000000	0,000000	0,000000
8,439997	0,032933	8,411592	8,423511	8,429725	8,439007	8,496151	0,000000
8,442598	0,021123	8,427662	8,457535	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,442834	0,043307	8,414112	8,421745	8,492647	0,000000	0,000000	0,000000
