8,450874	0,025725	8,416732	8,435918	8,456480	8,460779	8,484462	0,000000	0,000000	0,000000	0,000000
8,449025	0,030434	8,424928	8,438921	8,483225	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,440891	0,024201	8,410259	8,424084	8,434351	8,443738	8,453236	8,479679	0,000000	0,000000	0,000000
8,414783	0,007828	8,409248	8,420318	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,463655	0,035271	8,417103	8,429927	8,436720	8,476442	8,482670	8,495644	8,507079	0,000000	0,000000
8,430833	0,010688	8,419056	8,433521	8,439920	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,433584	0,014936	8,415496	8,423641	8,433713	8,441335	8,453737	0,000000	0,000000	0,000000	0,000000
8,443383	0,027177	8,407625	8,417713	8,428005	8,443649	8,455265	8,472127	8,479299	0,000000	0,000000
8,447901	0,039305	8,413847	8,421108	8,428339	8,442057	8,461784	8,520269	0,000000	0,000000	0,000000
8,427984	0,021804	8,408222	8,418650	8,426327	8,458738	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,425346	NaN	8,425346	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,412169	NaN	8,412169	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,460393	0,053730	8,420245	8,426824	8,457223	8,537282	0,000000	0,000000	0,000000	0,000000	0,000000
8,423685	0,013149	8,411498	8,421934	8,437622	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,430440	0,015687	8,419347	8,441532	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,427202	0,009861	8,418099	8,425829	8,437678	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,425118	0,009392	8,416794	8,423260	8,435300	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,436873	0,034625	8,409090	8,425865	8,475663	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,427473	0,015520	8,413703	8,418637	8,428791	8,448760	0,000000	0,000000	0,000000	0,000000	0,000000
8,444409	0,022387	8,415039	8,443534	8,449975	8,469091	0,000000	0,000000	0,000000	0,000000	0,000000
8,431354	0,030756	8,408594	8,419124	8,466343	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,447241	0,031047	8,416120	8,422989	8,437454	8,473488	8,486154	0,000000	0,000000	0,000000	0,000000
8,439300	0,033358	8,411455	8,425800	8,432351	8,487594	0,000000	0,000000	0,000000	0,000000	0,000000
8,431547	0,013773	8,413143	8,421400	8,426860	8,436079	8,440788	8,451012	0,000000	0,000000	0,000000
8,447257	0,043621	8,413522	8,424643	8,435329	8,439629	8,523161	0,000000	0,000000	0,000000	0,000000
8,442866	0,020674	8,416586	8,430143	8,442301	8,456562	8,468736	0,000000	0,000000	0,000000	0,000000
8,439497	0,018909	8,423796	8,429090	8,438820	8,466280	0,000000	0,000000	0,000000	0,000000	0,000000
8,422297	0,011489	8,409251	8,416922	8,427818	8,435198	0,000000	0,000000	0,000000	0,000000	0,000000
8,441138	0,033459	8,411050	8,421433	8,433268	8,442954	8,496987	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,445410	0,044913	8,414526	8,423079	8,428441	8,436541	8,524464	0,000000	0,000000	0,000000	0,000000
8,430862	0,024645	8,410326	8,415719	8,422293	8,433930	8,472040	0,000000	0,000000	0,000000	0,000000
8,434538	NaN	8,434538	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,433798	0,022705	8,413979	8,428843	8,458571	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,439320	0,026223	8,413500	8,419248	8,425982	8,435898	8,460244	8,481047	0,000000	0,000000	0,000000
8,468440	0,072012	8,419804	8,434348	8,551167	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,431982	0,019180	8,411031	8,419119	8,430843	8,438167	8,460749	0,000000	0,000000	0,000000	0,000000
8,437645	0,032093	8,413609	8,421098	8,431339	8,484534	0,000000	0,000000	0,000000	0,000000	0,000000
8,454035	0,042922	8,413115	8,427367	8,435702	8,442655	8,474171	8,531202	0,000000	0,000000	0,000000
8,457950	0,049672	8,412609	8,419651	8,431250	8,444048	8,510345	8,529799	0,000000	0,000000	0,000000
