8,418101	0,011048	8,407577	8,413559	8,417847	8,433423	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,413561	NaN	8,413561	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,423529	0,008698	8,415270	8,422708	8,432608	0,000000	0,000000	0,000000	0,000000
8,447008	0,039612	8,418998	8,475018	0,000000	0,000000	0,000000	0,000000	0,000000
8,427539	0,007386	8,420467	8,426947	8,435204	0,000000	0,000000	0,000000	0,000000
8,452289	0,032954	8,419356	8,452247	8,485264	0,000000	0,000000	0,000000	0,000000
8,432648	NaN	8,432648	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,429680	0,024045	8,410162	8,418105	8,426040	8,464411	0,000000	0,000000	0,000000
8,425354	0,014921	8,414403	8,419310	8,442349	0,000000	0,000000	0,000000	0,000000
8,434378	0,025632	8,414243	8,425659	8,463233	0,000000	0,000000	0,000000	0,000000
8,421961	NaN	8,421961	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,422739	0,017763	8,410178	8,435299	0,000000	0,000000	0,000000	0,000000	0,000000
8,439337	0,029106	8,409177	8,420667	8,457003	8,470502	0,000000	0,000000	0,000000
8,509074	0,098909	8,412939	8,434066	8,484343	8,559744	8,654280	0,000000	0,000000
8,443460	0,031286	8,416335	8,436358	8,477686	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,441076	0,034264	8,416271	8,426786	8,480173	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,422172	0,007029	8,415123	8,422212	8,429181	0,000000	0,000000	0,000000	0,000000
8,420704	NaN	8,420704	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,424449	0,007757	8,416717	8,424401	8,432230	0,000000	0,000000	0,000000	0,000000
8,417708	0,008535	8,408909	8,418265	8,425951	0,000000	0,000000	0,000000	0,000000
8,430631	0,011002	8,416908	8,427370	8,435961	8,442282	0,000000	0,000000	0,000000
8,423683	0,009557	8,416926	8,430441	0,000000	0,000000	0,000000	0,000000	0,000000
8,423310	0,017132	8,411195	8,435424	0,000000	0,000000	0,000000	0,000000	0,000000
8,441772	0,023916	8,419169	8,425453	8,439351	8,444410	8,480475	0,000000	0,000000
8,427676	0,011321	8,419670	8,435681	0,000000	0,000000	0,000000	0,000000	0,000000
8,735538	0,208918	8,422835	8,821348	8,843809	8,854159	0,000000	0,000000	0,000000
