10,044417	0,082067	9,970575	10,017550	10,027841	10,161702	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,405799	NaN	10,405799	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,053262	0,073054	9,980182	10,008438	10,015603	10,024303	10,140377	10,150672	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,016103	0,143143	9,914886	10,117320	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,031926	0,102161	9,905300	9,924316	9,959616	9,968378	9,980192	9,992628	10,013362	10,113597	10,123052	10,164689	10,206057	0,000000
9,979719	0,043795	9,910906	9,953265	9,977637	9,988840	10,014475	10,033193	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,093717	0,117099	9,972390	10,015048	10,183037	10,204392	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,011952	0,103043	9,870716	9,987414	10,010486	10,032585	10,158560	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,022787	0,012988	10,010591	10,021327	10,036444	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
9,935165	0,040673	9,907899	9,915680	9,981915	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
9,954399	0,020464	9,939929	9,968869	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
9,988852	NaN	9,988852	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,054105	0,050859	10,004475	10,051732	10,106109	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
10,015423	0,076250	9,915886	9,929235	9,970154	9,980159	9,992497	10,006578	10,013841	10,091868	10,113849	10,140162	0,000000	0,000000
10,040338	0,082471	9,906980	9,960337	9,981427	10,013763	10,032499	10,041390	10,056364	10,090456	10,134160	10,186003	0,000000	0,000000
