8,910082	0,157955	8,675121	8,716593	8,731703	8,739391	8,758382	8,786537	8,805410	8,860908	8,893107	8,912607	8,952872	9,004142	9,028470	9,042186	9,088386	9,103615	9,124540	9,157500	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,847993	0,155525	8,667291	8,675979	8,721465	8,767370	8,773383	8,814900	8,944334	8,969142	9,050275	9,095790	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,770754	0,134026	8,495974	8,612864	8,633279	8,731944	8,762920	8,770715	8,800875	8,821539	8,887944	8,894510	8,900191	8,936289	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,840209	0,150147	8,575677	8,671818	8,683489	8,714703	8,728348	8,773686	8,777729	8,792022	8,803318	8,840359	8,863416	8,877197	8,996916	9,028777	9,037178	9,042480	9,076433	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,785396	0,127305	8,640230	8,652681	8,666284	8,685107	8,695269	8,730859	8,749080	8,764873	8,777033	8,802243	8,808526	8,845275	8,878640	8,988433	9,096410	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,775106	0,135000	8,617065	8,645035	8,690613	8,731768	8,756937	8,866485	8,878464	9,014480	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,836472	0,129266	8,604337	8,618897	8,643687	8,698890	8,711547	8,744224	8,755171	8,764766	8,781046	8,793929	8,821881	8,835159	8,847725	8,862936	8,876113	8,880819	8,909191	8,939214	8,948238	8,957835	8,987182	8,992376	9,037112	9,063039
8,863999	0,139469	8,586569	8,638499	8,709939	8,728778	8,744355	8,753783	8,782191	8,856010	8,867524	8,877616	8,888738	8,901382	8,916690	8,934540	8,939915	8,949958	9,004619	9,042487	9,074447	9,081931	0,000000	0,000000	0,000000	0,000000
8,845827	0,132197	8,624346	8,674009	8,729050	8,773827	8,823172	8,840302	8,868684	8,884273	8,903920	8,942704	9,011806	9,073836	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,808247	0,166380	8,573480	8,683686	8,719178	8,735872	8,743009	8,830707	8,865461	9,034647	9,088185	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
