8,582073	0,242081	8,314639	8,324536	8,334172	8,345384	8,362178	8,374308	8,382651	8,390995	8,399030	8,416805	8,445639	8,461059	8,490085	8,572436	8,585445	8,594965	8,619358	8,656114	8,683308	8,688132	8,754570	8,824977	8,909529	9,001066	9,092870	9,109644	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,605610	0,218027	8,324029	8,333449	8,346984	8,354474	8,364883	8,378205	8,388767	8,413072	8,465842	8,555377	8,563642	8,588361	8,612198	8,632477	8,649657	8,657143	8,677000	8,697016	8,707435	8,770818	8,804620	8,855808	8,941275	8,958046	9,099684	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,546003	0,229144	8,326208	8,333386	8,340923	8,351153	8,356470	8,365495	8,376795	8,395588	8,410882	8,426112	8,460344	8,523942	8,531881	8,552480	8,631142	8,677359	8,688848	8,699764	8,929317	8,995652	9,092331	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,634595	0,256290	8,323792	8,333832	8,344242	8,350825	8,367919	8,423537	8,460790	8,526767	8,533219	8,551513	8,562047	8,655190	8,707514	8,778162	8,792621	8,919292	8,963651	9,007440	9,041287	9,048255	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,623198	0,221299	8,329133	8,347418	8,368824	8,387755	8,437872	8,444180	8,472627	8,485277	8,511614	8,600169	8,616689	8,629238	8,650273	8,666863	8,678556	8,708542	8,877745	8,895881	8,923777	8,970519	9,084211	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,546049	0,212557	8,294375	8,309419	8,315933	8,322683	8,335762	8,343696	8,349138	8,397209	8,442107	8,451430	8,459196	8,536739	8,629165	8,646075	8,733619	8,742032	8,762313	8,810106	8,833112	8,866375	8,886539	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,585289	0,237717	8,325851	8,334552	8,391471	8,404724	8,428139	8,435772	8,443263	8,450360	8,479472	8,493426	8,506505	8,521693	8,557058	8,596785	8,618211	8,642933	8,764083	8,775409	8,792764	9,046978	9,281615	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,597586	0,219931	8,328144	8,340986	8,350351	8,355543	8,362874	8,372120	8,380273	8,388063	8,413312	8,419040	8,433108	8,458264	8,477411	8,510555	8,516786	8,539995	8,563260	8,593423	8,625770	8,634210	8,642110	8,673363	8,690784	8,703157	8,779649	8,852366	8,896887	8,916666	8,936438	8,949066	8,975968	9,042811
8,671274	0,277603	8,328139	8,333467	8,346259	8,363261	8,388077	8,452992	8,458363	8,470904	8,528585	8,541507	8,589906	8,625181	8,793454	8,836057	8,935060	8,950830	8,963713	8,984287	9,038812	9,066135	9,101759	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,563099	0,211033	8,324076	8,341335	8,351139	8,376177	8,393875	8,402239	8,419743	8,444605	8,484146	8,492267	8,506048	8,531623	8,547412	8,579107	8,614358	8,639181	8,654491	8,794671	8,874031	9,000560	9,053988	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
