8,422361	0,036927	8,380904	8,387934	8,396922	8,402221	8,409752	8,421538	8,429155	8,437937	8,450911	8,506337	0,000000	0,000000	0,000000
8,426470	0,071995	8,365096	8,372451	8,379865	8,389598	8,398940	8,405090	8,413123	8,420482	8,431645	8,440048	8,466041	8,635261	0,000000
8,413776	0,039814	8,364290	8,370408	8,376757	8,392269	8,400361	8,406730	8,414016	8,420743	8,428731	8,436563	8,444039	8,510403	0,000000
8,425856	0,040123	8,366892	8,374824	8,385942	8,393204	8,405162	8,414760	8,427216	8,434751	8,445582	8,451185	8,461589	8,483259	8,491760
8,416354	0,043790	8,362257	8,372403	8,378792	8,384620	8,393071	8,405930	8,421522	8,436684	8,462019	8,469301	8,493295	0,000000	0,000000
8,415923	0,040079	8,372556	8,380325	8,388121	8,393705	8,412378	8,422286	8,429146	8,442141	8,502645	0,000000	0,000000	0,000000	0,000000
8,464507	0,127174	8,364047	8,383361	8,391914	8,399495	8,421595	8,430225	8,442528	8,490065	8,522941	8,798899	0,000000	0,000000	0,000000
8,414738	0,037478	8,364417	8,371770	8,383691	8,399425	8,408409	8,419044	8,428997	8,437562	8,446881	8,487185	0,000000	0,000000	0,000000
8,407553	0,022334	8,375582	8,383033	8,393995	8,406218	8,413994	8,418999	8,428004	8,440596	0,000000	0,000000	0,000000	0,000000	0,000000
8,444310	0,074845	8,346402	8,379555	8,392498	8,399929	8,412982	8,425461	8,434186	8,441291	8,450727	8,456250	8,481046	8,506655	8,649051
