8,589256	0,100121	8,439850	8,481068	8,499630	8,512467	8,517011	8,529115	8,542715	8,550160	8,572838	8,584450	8,625157	8,650588	8,677154	8,735659	8,741806	8,768426	0,000000
8,573038	0,066684	8,460601	8,478786	8,498442	8,508845	8,522864	8,533500	8,546643	8,567052	8,598832	8,606570	8,622059	8,627605	8,637827	8,644741	8,653288	8,660951	0,000000
8,575043	0,098048	8,399951	8,470378	8,511840	8,523582	8,529414	8,556833	8,578497	8,600136	8,608075	8,685981	8,707605	8,728228	0,000000	0,000000	0,000000	0,000000	0,000000
8,583130	0,074430	8,481679	8,492909	8,513663	8,534737	8,548944	8,561545	8,587420	8,603878	8,612473	8,677608	8,686732	8,695976	0,000000	0,000000	0,000000	0,000000	0,000000
8,573964	0,098563	8,440746	8,464432	8,469911	8,478792	8,485161	8,504912	8,525864	8,551439	8,561056	8,577758	8,594013	8,602047	8,651477	8,669455	8,677409	8,743701	8,759220
8,589110	0,065780	8,502662	8,517005	8,534065	8,539188	8,549657	8,558610	8,582506	8,599190	8,605971	8,618606	8,639527	8,695584	8,715856	0,000000	0,000000	0,000000	0,000000
8,604081	0,091120	8,490625	8,510231	8,537290	8,576119	8,617580	8,654893	8,713742	8,732171	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,575353	0,099558	8,415262	8,455934	8,468277	8,480479	8,493237	8,511885	8,523180	8,548389	8,571909	8,593483	8,610290	8,637817	8,644027	8,648675	8,712740	8,727355	8,738065
8,586598	0,088718	8,471027	8,476722	8,482527	8,513435	8,529416	8,558938	8,566765	8,573878	8,593440	8,604205	8,616540	8,647527	8,670207	8,731920	8,762424	0,000000	0,000000
8,609697	0,135931	8,451741	8,483860	8,498645	8,514680	8,521258	8,531864	8,562533	8,569494	8,598293	8,607762	8,627655	8,649962	8,688820	8,706038	8,724940	9,017609	0,000000
