8,436621	0,039037	8,399629	8,432812	8,477423	0,000000	0,000000	0,000000	0,000000
8,421897	0,016911	8,409939	8,433854	0,000000	0,000000	0,000000	0,000000	0,000000
8,397682	0,013617	8,383235	8,399531	8,410281	0,000000	0,000000	0,000000	0,000000
8,430436	0,026820	8,399880	8,409053	8,415604	8,425390	8,434569	8,450645	8,477912
8,399782	0,018967	8,373733	8,390905	8,399446	8,411937	8,422888	0,000000	0,000000
8,411517	0,022406	8,385098	8,403033	8,421000	8,436937	0,000000	0,000000	0,000000
8,426371	0,019868	8,400306	8,414820	8,425800	8,441180	8,449749	0,000000	0,000000
8,415505	0,020876	8,387470	8,395802	8,407463	8,414546	8,421028	8,437044	8,445180
8,433362	NaN	8,433362	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,393135	0,012995	8,383946	8,402324	0,000000	0,000000	0,000000	0,000000	0,000000
