8,392285	NaN	8,392285	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,409092	NaN	8,409092	0,000000	0,000000	0,000000	0,000000
8,400146	0,005480	8,396271	8,404021	0,000000	0,000000	0,000000
8,489283	0,106399	8,412730	8,429192	8,470554	8,644655	0,000000
8,433850	0,041030	8,397010	8,407019	8,413652	8,456658	8,494912
8,398097	0,010018	8,388726	8,396909	8,408656	0,000000	0,000000
8,413734	0,022230	8,392250	8,412309	8,436643	0,000000	0,000000
8,387654	0,006839	8,382818	8,392490	0,000000	0,000000	0,000000
8,429847	0,016534	8,418155	8,441538	0,000000	0,000000	0,000000
