8,664985	0,255633	8,324066	8,331138	8,343815	8,423648	8,472666	8,483872	8,498986	8,532836	8,552963	8,580975	8,709844	8,741300	8,783986	8,821317	8,891037	8,989733	9,009596	9,054747	9,088196	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,653508	0,262041	8,333780	8,350508	8,358357	8,368091	8,385358	8,418753	8,430697	8,450291	8,486116	8,504987	8,514532	8,563897	8,610592	8,648236	8,695056	8,703631	8,712668	8,727045	8,812762	8,886164	9,028205	9,040493	9,088652	9,097531	9,121288	0,000000	0,000000
8,715119	0,260409	8,359285	8,384036	8,410859	8,433933	8,442015	8,507212	8,633683	8,702974	8,731576	8,741336	8,796556	8,850375	8,909616	9,030899	9,043053	9,070069	9,109552	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,574029	0,240677	8,324450	8,331840	8,345763	8,355440	8,365150	8,377959	8,384288	8,390873	8,419883	8,433702	8,442389	8,457162	8,477303	8,490334	8,499835	8,513504	8,524444	8,651349	8,675203	8,705000	8,713303	8,722680	8,746911	8,825105	9,046246	9,114063	9,164596
8,669185	0,202524	8,372055	8,381866	8,407867	8,441410	8,533245	8,586594	8,650245	8,697835	8,782144	8,801277	8,808672	8,833664	8,896039	8,910397	8,934465	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,614240	0,217111	8,331946	8,337508	8,349363	8,375360	8,396839	8,419585	8,474766	8,492607	8,532545	8,538345	8,551438	8,560486	8,595919	8,602692	8,612737	8,620957	8,662737	8,680746	8,692782	8,700907	8,705632	8,741386	8,803042	8,942826	8,968041	9,279056	0,000000
8,487146	0,144969	8,316913	8,331470	8,337614	8,345807	8,353233	8,359136	8,369778	8,385120	8,446718	8,454446	8,483897	8,495078	8,508972	8,519771	8,550704	8,615868	8,649943	8,696522	8,757175	8,764758	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,619927	0,206398	8,340389	8,377595	8,386449	8,405141	8,418731	8,451321	8,487475	8,493258	8,517951	8,544080	8,551144	8,572709	8,622013	8,652997	8,738109	8,745311	8,780010	8,809218	8,819659	8,868061	8,983088	9,073682	0,000000	0,000000	0,000000	0,000000	0,000000
8,613626	0,247261	8,321950	8,339188	8,347113	8,388144	8,403970	8,419332	8,432242	8,481374	8,486568	8,509520	8,540109	8,563532	8,595105	8,693106	8,705222	8,717219	8,818493	8,975665	8,996148	9,058101	9,094042	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,666816	0,282134	8,317717	8,325646	8,353542	8,390218	8,398877	8,421721	8,442288	8,463264	8,474690	8,481272	8,583703	8,674909	8,713646	8,729343	8,773597	8,843515	8,870074	9,051166	9,065623	9,073764	9,100909	9,120467	0,000000	0,000000	0,000000	0,000000	0,000000
