8,514324	0,210860	8,315520	8,327175	8,337219	8,341989	8,349631	8,357298	8,365904	8,375115	8,386200	8,399974	8,407203	8,412596	8,437971	8,640653	8,678478	8,771042	8,780452	8,814512	8,870151	8,917403	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,553633	0,196659	8,326943	8,335553	8,343682	8,348782	8,355062	8,362697	8,385736	8,396203	8,406877	8,439411	8,481837	8,519520	8,579107	8,587130	8,608527	8,642034	8,670141	8,753177	8,761674	8,771692	8,832201	8,869845	8,955724	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,613350	0,216960	8,319871	8,333857	8,338708	8,352424	8,361399	8,370360	8,382407	8,452570	8,563382	8,582175	8,641480	8,650798	8,680435	8,737919	8,745975	8,764042	8,797877	8,824659	8,846402	8,863264	8,912164	8,971539	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,511938	0,184142	8,313119	8,320952	8,329654	8,343481	8,354340	8,367307	8,372363	8,379778	8,387548	8,393533	8,407446	8,415575	8,457274	8,480418	8,513159	8,621140	8,634992	8,692651	8,756935	8,789081	8,799980	8,810188	8,833667	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,445067	0,120053	8,318473	8,325854	8,331142	8,340319	8,352882	8,352989	8,358337	8,363906	8,373482	8,376155	8,387873	8,395397	8,402172	8,414247	8,433376	8,470285	8,523550	8,535140	8,562306	8,615774	8,631299	8,636354	8,735234	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,556753	0,177566	8,311645	8,318405	8,330304	8,337511	8,344338	8,354447	8,378692	8,391697	8,399943	8,433579	8,446397	8,452372	8,507467	8,513358	8,528618	8,547107	8,560021	8,572641	8,609455	8,625776	8,641533	8,649108	8,653845	8,700116	8,743948	8,748863	8,755659	8,788459	8,847869	8,873498	8,892683
8,577828	0,244273	8,320868	8,327745	8,335058	8,340916	8,353281	8,366392	8,381195	8,404462	8,434397	8,448278	8,486465	8,512058	8,596428	8,657688	8,704167	8,795423	8,801892	8,906635	8,941963	8,976543	9,042543	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,545863	0,199590	8,311373	8,327356	8,336453	8,344718	8,353870	8,364090	8,371181	8,381666	8,393307	8,431980	8,517805	8,565942	8,576359	8,633644	8,641358	8,667197	8,672580	8,693612	8,766846	8,824937	8,835408	8,997293	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,437100	0,127319	8,283336	8,318562	8,331072	8,344381	8,351981	8,359872	8,377980	8,387463	8,410408	8,422339	8,431298	8,496079	8,509018	8,566453	8,694784	8,708583	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,509188	0,224121	8,311568	8,319773	8,334903	8,347425	8,357808	8,366024	8,372280	8,378649	8,386815	8,392981	8,415858	8,425770	8,435863	8,452500	8,492391	8,601659	8,661592	8,706758	8,897849	8,979710	9,054762	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
