8,415375	0,015310	8,404550	8,426201	0,000000	0,000000	0,000000
8,401261	NaN	8,401261	0,000000	0,000000	0,000000	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,440127	0,029645	8,406588	8,423435	8,429549	8,461841	8,479221
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,419452	NaN	8,419452	0,000000	0,000000	0,000000	0,000000
8,498368	0,083902	8,406547	8,517517	8,571040	0,000000	0,000000
8,420656	0,040886	8,381784	8,396987	8,429698	8,474154	0,000000
8,439164	NaN	8,439164	0,000000	0,000000	0,000000	0,000000
8,431694	NaN	8,431694	0,000000	0,000000	0,000000	0,000000
