8,433396	0,131388	8,313283	8,324028	8,333137	8,346667	8,351264	8,364288	8,370881	8,385863	8,392303	8,428019	8,448555	8,467179	8,534606	8,689517	8,751354	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,437079	0,119933	8,324519	8,332177	8,339503	8,347855	8,371033	8,382471	8,388298	8,399416	8,410921	8,421133	8,430360	8,439406	8,471679	8,500061	8,703890	8,730543	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,506754	0,149575	8,317119	8,335123	8,346954	8,358727	8,370945	8,381986	8,403623	8,410523	8,418920	8,426436	8,541734	8,561717	8,622862	8,643626	8,660208	8,685811	8,692102	8,717073	8,732834	0,000000	0,000000	0,000000	0,000000	0,000000
8,483158	0,137365	8,319756	8,323383	8,330575	8,339016	8,347879	8,363268	8,379537	8,393237	8,399927	8,407781	8,425008	8,472484	8,525642	8,573006	8,582457	8,608154	8,646489	8,657318	8,672711	8,680288	8,698412	0,000000	0,000000	0,000000
8,534810	0,218309	8,316071	8,322925	8,336591	8,347387	8,352960	8,366513	8,378693	8,385598	8,397065	8,408884	8,417465	8,520887	8,555295	8,629121	8,681172	8,766879	8,773337	8,845292	8,903496	8,990571	0,000000	0,000000	0,000000	0,000000
8,480646	0,167906	8,307115	8,317125	8,327780	8,334470	8,351887	8,363111	8,367960	8,377354	8,386621	8,397969	8,501302	8,514079	8,536980	8,597167	8,697970	8,704498	8,719214	8,849016	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,431862	0,106831	8,312397	8,319472	8,328645	8,340614	8,346936	8,354223	8,363568	8,377922	8,385837	8,401571	8,418539	8,432039	8,459100	8,486407	8,505659	8,515601	8,567500	8,572679	8,716678	0,000000	0,000000	0,000000	0,000000	0,000000
8,493587	0,152830	8,314023	8,322332	8,331260	8,341712	8,349072	8,357083	8,364693	8,371772	8,384889	8,398911	8,445612	8,528230	8,561686	8,572832	8,586815	8,622984	8,656508	8,687716	8,693913	8,704688	8,768593	0,000000	0,000000	0,000000
8,478833	0,184453	8,290331	8,311923	8,319055	8,328022	8,336960	8,352862	8,362119	8,368046	8,375977	8,382774	8,394947	8,417562	8,433205	8,443576	8,448678	8,486386	8,534575	8,543265	8,560479	8,572096	8,581428	8,698219	8,953235	8,996274
8,507264	0,173414	8,311786	8,330745	8,337639	8,350187	8,360772	8,376672	8,394016	8,410753	8,417652	8,425131	8,480208	8,511792	8,576661	8,603791	8,642390	8,689154	8,730516	8,837028	8,851126	0,000000	0,000000	0,000000	0,000000	0,000000
