8,424181	0,050678	8,368277	8,437156	8,467110	0,000000	0,000000
8,368265	0,010639	8,358890	8,366076	8,379828	0,000000	0,000000
8,362237	NaN	8,362237	0,000000	0,000000	0,000000	0,000000
8,384653	0,037275	8,359630	8,365714	8,373339	8,439930	0,000000
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,408235	0,083489	8,353825	8,360654	8,374045	8,398174	8,554479
8,388609	0,039005	8,363269	8,368521	8,376061	8,446584	0,000000
8,368606	NaN	8,368606	0,000000	0,000000	0,000000	0,000000
8,400992	0,056374	8,364736	8,372300	8,465941	0,000000	0,000000
8,390157	0,033336	8,366935	8,375183	8,428354	0,000000	0,000000
