50	4.8600001	2.0999999	-0.079999998	0.20999999
3	0.40000001	0.80000001	0.41	0.079999998
47	4.5599999	2.0999999	-0.029999999	0.20999999
6	0.88	1.1	0.36000001	0.11
44	4.4400001	2	-0.07	0.2
9	1.1	1	-0.11	0.1
41	4.3699999	2.0999999	-0.029999999	0.20999999
12	1.5	1.5	0.47	0.15000001
38	4.1700001	2.2	0.13	0.22
15	1.85	1.6	0.37	0.16
35	3.9000001	2.0999999	0.15000001	0.20999999
18	2.3299999	1.7	0.23	0.17
21	2.6300001	1.7	0.15000001	0.17
32	3.74	2	0.050000001	0.2
24	3.1199999	1.7	-0.02	0.17
29	3.6700001	2	0.079999998	0.2
26.5	3.52	1.8	-0.029999999	0.17999999
