50	2.1199999	1.8	0.49000001	0.17999999
3	0.46000001	0.80000001	0.47	0.079999998
47	1.9400001	1.5	0.15000001	0.15000001
6	0.66000003	0.89999998	0.31999999	0.089999996
0	0	0	0	0
44	1.74	1.6	0.51999998	0.16
9	0.89999998	1.1	0.31	0.11
41	1.9400001	1.5	0.15000001	0.15000001
12	1.13	1.1	-0.0099999998	0.11
38	1.9	1.5	0.14	0.15000001
15	0.98000002	1	-0.0099999998	0.1
35	1.6799999	1.6	0.5	0.16
18	1.3099999	1.2	0.090000004	0.12
32	1.53	1.5	0.46000001	0.15000001
21	1.27	1.2	0.14	0.12
29	1.79	1.6	0.40000001	0.16
24	1.3	1.3	0.38	0.13
26.5	1.47	1.4	0.34	0.14
