8,348860	0,039809	8,314606	8,321913	8,328221	8,338002	8,370879	8,419539
NaN	-0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,323586	0,024740	8,306092	8,341080	0,000000	0,000000	0,000000	0,000000
8,316204	NaN	8,316204	0,000000	0,000000	0,000000	0,000000	0,000000
8,328860	0,005695	8,324833	8,332887	0,000000	0,000000	0,000000	0,000000
8,336915	0,022362	8,312492	8,323163	8,333173	8,345183	8,370565	0,000000
8,335026	0,021171	8,316063	8,322269	8,329824	8,336724	8,370248	0,000000
8,356338	0,034258	8,318722	8,330090	8,341400	8,355543	8,382490	8,409784
8,347444	0,031664	8,311196	8,321135	8,349107	8,369305	8,386477	0,000000
8,327031	NaN	8,327031	0,000000	0,000000	0,000000	0,000000	0,000000
