8,339738	0,026445	8,310273	8,318127	8,328114	8,339284	8,367308	8,375318	0,000000	0,000000
8,354716	0,044260	8,307431	8,331916	8,371523	8,407995	0,000000	0,000000	0,000000	0,000000
8,349026	0,034054	8,316288	8,323049	8,376299	8,380468	0,000000	0,000000	0,000000	0,000000
8,328280	0,013302	8,312968	8,322123	8,335273	8,342757	0,000000	0,000000	0,000000	0,000000
8,346566	0,020011	8,332417	8,360716	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,341564	0,026693	8,323366	8,329118	8,372207	0,000000	0,000000	0,000000	0,000000	0,000000
8,402581	0,135310	8,316587	8,323095	8,338544	8,362938	8,373680	8,381263	8,394213	8,730326
8,344874	0,026104	8,309662	8,318084	8,324373	8,339033	8,354437	8,360340	8,373165	8,379900
8,328838	NaN	8,328838	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000	0,000000
8,339620	0,025923	8,304709	8,319167	8,332280	8,345420	8,365200	8,370942	0,000000	0,000000
